,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,ref,date
64,Mexico,43,+17,,,4.0,39,1.0,0.3,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
65,Albania,42,+4,1.0,,,41,2.0,14.6,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
66,Palestine,38,,,,,38,,7.4,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
67,Ecuador,37,+9,2.0,,,35,1.0,2.1,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
68,Costa Rica,35,+8,,,,35,3.0,6.9,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
69,Colombia,34,+10,,,,34,,0.7,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
70,Georgia,33,+3,,,1.0,32,1.0,8.3,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
71,Cyprus,33,+7,,,,33,1.0,27.3,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
72,Hungary,32,+2,1.0,1.0,1.0,30,,3.3,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
73,Latvia,30,+4,,,1.0,29,,15.9,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
74,Morocco,28,+10,1.0,,1.0,26,1.0,0.8,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
75,Belarus,27,,,,3.0,24,,2.9,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
76,Armenia,26,+6,,,,26,,8.8,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
77,Senegal,24,,,,2.0,22,,1.4,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
78,Bosnia and Herzegovina,24,+3,,,,24,,7.3,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
79,Azerbaijan,23,+4,1.0,,6.0,16,,2.3,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
80,Moldova,23,+11,,,,23,,5.7,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
81,Oman,22,+2,,,9.0,13,,4.3,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
82,Malta,21,+3,,,2.0,19,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
83,Tunisia,20,+2,,,,20,2.0,1.7,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
84,North Macedonia,19,,,,1.0,18,,9.1,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
85,Sri Lanka,18,+8,,,1.0,17,,0.8,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
86,Turkey,18,+12,,,,18,,0.2,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
87,Venezuela,17,+15,,,,17,,0.6,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
88,Afghanistan,16,+5,,,1.0,15,,0.4,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
89,Lithuania,14,+5,,,1.0,13,,5.1,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
90,Maldives,13,+3,,,,13,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
91,Cambodia,12,+5,,,1.0,11,,0.7,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
92,Macao,11,+1,,,10.0,1,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
93,Dominican Republic,11,,,,,11,,1.0,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
94,Faeroe Islands,11,+1,,,,11,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
95,Jordan,10,+9,,,1.0,9,,1.0,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
96,Bolivia,10,,,,,10,,0.9,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
97,Jamaica,10,+2,,,2.0,8,,3.4,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
98,Martinique,10,,,,,10,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
99,Kazakhstan,9,+3,,,,9,,0.5,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
100,New Zealand,8,,,,,8,,1.7,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
101,French Guiana,7,,,,,7,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
102,Liechtenstein,7,+3,,,,7,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
103,Paraguay,7,,,,,7,1.0,1.0,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
104,Réunion,7,+1,,,,7,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
105,Ghana,6,+4,,,,6,,0.2,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
106,Uruguay,6,,,,,6,,1.7,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
107,Andorra,5,+4,,,,5,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
108,Bangladesh,5,,,,2.0,3,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
109,Puerto Rico,5,+1,,,,5,,1.7,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
110,Rwanda,5,+4,,,,5,,0.4,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
111,Guyana,4,+3,1.0,,,3,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
112,Cameroon,4,+1,,,,4,,0.2,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
113,Ivory Coast,4,+2,,,,4,,0.2,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
114,Cuba,4,,,,,4,,0.4,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
115,Ethiopia,4,+3,,,,4,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
116,Uzbekistan,4,+4,,,,4,,0.1,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
117,Ukraine,3,,1.0,,,2,,0.1,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
118,Burkina Faso,3,+1,,,,3,,0.1,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
119,Channel Islands,3,,,,,3,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
120,French Polynesia,3,,,,,3,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
121,Guadeloupe,3,,,,,3,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
122,Guam,3,+3,,,,3,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
123,Honduras,3,,,,,3,,0.3,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
124,Kenya,3,+2,,,,3,,0.1,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
125,Seychelles,3,+1,,,,3,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
126,Monaco,2,,,,,2,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
127,Nigeria,2,,,,1.0,1,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
128,Aruba,2,,,,,2,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
129,Curaçao,2,,,,,2,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
130,DRC,2,,,,,2,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
131,Namibia,2,,,,,2,,0.8,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
132,Saint Lucia,2,+1,,,,2,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
133,Saint Martin,2,,,,,2,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
134,Trinidad and Tobago,2,,,,,2,,1.4,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
135,Guatemala,1,,1.0,1.0,,0,,0.1,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
136,Sudan,1,,1.0,,,0,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
137,Nepal,1,,,,1.0,0,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
138,Antigua and Barbuda,1,,,,,1,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
139,Bahamas,1,+1,,,,1,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
140,Bhutan,1,,,,,1,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
141,Cayman Islands,1,,,,,1,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
142,CAR,1,+1,,,,1,,0.2,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
143,Congo,1,+1,,,,1,,0.2,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
144,Equatorial Guinea,1,,,,,1,,0.7,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
145,Gabon,1,,,,,1,,0.4,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
146,Gibraltar,1,,,,1.0,0,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
147,Guinea,1,,,,,1,,0.1,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
148,Vatican City,1,,,,,1,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
149,Mauritania,1,,,,,1,,0.2,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
150,Mayotte,1,,,,,1,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
151,Mongolia,1,,,,,1,,0.3,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
152,St. Barth,1,,,,,1,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
153,St. Vincent Grenadines,1,,,,,1,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
154,Suriname,1,,,,,1,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
155,Eswatini,1,,,,,1,,0.9,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
156,Togo,1,,,,,1,,0.1,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
157,U.S. Virgin Islands,1,,,,,1,,,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
158,Total:,169374,12721,6501.0,668.0,76618.0,86255,5921.0,21.7,https://web.archive.org/web/20200315/https://www.worldometers.info/coronavirus/,2020-03-15
