,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,ref,date
163,Antigua and Barbuda,15,,,,,15,1.0,153.0,,40.0,408.0,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
164,Dominica,14,,,,,14,,194.0,,255.0,3542.0,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
165,Mongolia,14,,,,2.0,12,,4.0,,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
166,Namibia,14,,,,3.0,11,,6.0,,301.0,118.0,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
167,Saint Lucia,14,+1,,,1.0,13,,76.0,,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
168,Fiji,12,+5,,,,12,,13.0,,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
169,Grenada,12,,,,,12,2.0,107.0,,45.0,400.0,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
170,Curaçao,11,,1.0,,5.0,5,,67.0,6.0,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
171,Greenland,11,+1,,,3.0,8,,194.0,,542.0,9547.0,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
172,Angola,10,+2,2.0,,2.0,6,,0.3,0.06,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
173,Sudan,10,,2.0,,2.0,6,,0.2,0.05,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
174,Liberia,10,+3,1.0,+1,3.0,6,,2.0,0.2,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
175,Suriname,10,,1.0,,,9,,17.0,2.0,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
176,Laos,10,,,,,10,,1.0,,437.0,60.0,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
177,Mozambique,10,,,,1.0,9,,0.3,,338.0,11.0,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
178,Seychelles,10,,,,,10,,102.0,,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
179,MS Zaandam,9,,2.0,,,7,,,,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
180,Zimbabwe,9,,1.0,,,8,,0.6,0.07,316.0,21.0,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
181,Nepal,9,+3,,,1.0,8,,0.3,,1521.0,52.0,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
182,Chad,9,+1,,,,9,,0.5,,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
183,Saint Kitts and Nevis,9,,,,,9,,169.0,,113.0,2124.0,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
184,Eswatini,9,,,,,9,,8.0,,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
185,CAR,8,,,,,8,,2.0,,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
186,Cabo Verde,7,+1,1.0,,,6,,13.0,2.0,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
187,Vatican City,7,,,,,7,,8739.0,,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
188,St. Vincent Grenadines,7,,,,1.0,6,,63.0,,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
189,Somalia,7,,,,1.0,6,,0.4,,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
190,Mauritania,6,,1.0,,2.0,3,,1.0,0.2,67.0,14.0,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
191,Montserrat,6,,,,,6,,1202.0,,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
192,St. Barth,6,,,,1.0,5,,607.0,,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
193,Nicaragua,5,,1.0,,,4,,0.8,0.2,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
194,Bhutan,5,,,,2.0,3,,6.0,,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
195,Turks and Caicos,5,,,,,5,,129.0,,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
196,Botswana,4,,1.0,,,3,,2.0,0.4,175.0,74.0,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
197,Gambia,4,,1.0,,2.0,1,,2.0,0.4,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
198,Belize,4,,,,,4,,10.0,,25.0,63.0,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
199,Malawi,4,+1,,,,4,,0.2,,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
200,Sierra Leone,4,+2,,,,4,,0.5,,2.0,0.3,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
201,Western Sahara,4,+4,,,,4,,7.0,,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
202,Anguilla,3,,,,,3,,200.0,,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
203,British Virgin Islands,3,,,,,3,,99.0,,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
204,Burundi,3,,,,,3,,0.3,,2.0,0.2,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
205,Caribbean Netherlands,2,,,,,2,,76.0,,10.0,381.0,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
206,Falkland Islands,1,,,,,1,,287.0,,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
207,Papua New Guinea,1,,,,,1,,0.1,,72.0,8.0,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
208,Timor-Leste,1,,,,,1,,0.8,,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
209,Total:,1201483,"+84,822",64690.0,"+5,799",246467.0,890326,42288.0,154.1,8.3,,,https://web.archive.org/web/20200405/https://www.worldometers.info/coronavirus/,2020-04-05
