,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,ref,date
70,Albania,6,+4,,,,6,,2.1,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
71,Maldives,6,+2,,,,6,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
72,Dominican Republic,5,,,,,5,,0.5,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
73,Luxembourg,5,,,,,5,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
74,New Zealand,5,,,,,5,,1.0,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
75,Tunisia,5,+3,,,,5,,0.4,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
76,Bosnia and Herzegovina,5,+2,,,,5,,1.5,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
77,French Guiana,5,,,,,5,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
78,Afghanistan,4,,,,,4,,0.1,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
79,North Macedonia,4,+1,,,,4,,1.9,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
80,Senegal,4,,,,1.0,3,,0.2,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
81,Bulgaria,4,,,,,4,,0.6,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
82,Malta,4,+1,,,,4,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
83,Bangladesh,3,,,,,3,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
84,Colombia,3,+2,,,,3,,0.1,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
85,Cambodia,2,,,,1.0,1,,0.1,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
86,Morocco,2,,,,,2,1.0,0.1,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
87,Nigeria,2,+1,,,,2,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
88,Cameroon,2,,,,,2,,0.1,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
89,Cyprus,2,+2,,,,2,,1.7,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
90,Faeroe Islands,2,,,,,2,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
91,Martinique,2,,,,,2,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
92,Saint Martin,2,,,,,2,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
93,Serbia,2,+1,,,,2,,0.2,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
94,Andorra,1,,,,,1,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
95,Armenia,1,,,,,1,,0.3,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
96,Jordan,1,,,,,1,,0.1,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
97,Lithuania,1,,,,,1,,0.4,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
98,Monaco,1,,,,,1,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
99,Nepal,1,,,,1.0,0,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
100,Sri Lanka,1,,,,1.0,0,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
101,Ukraine,1,,,,,1,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
102,Bhutan,1,,,,,1,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
103,Brunei,1,+1,,,,1,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
104,Burkina Faso,1,+1,,,,1,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
105,Channel Islands,1,+1,,,,1,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
106,Gibraltar,1,,,,1.0,0,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
107,Vatican City,1,,,,,1,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
108,Liechtenstein,1,,,,,1,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
109,Moldova,1,,,,,1,,0.2,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
110,Paraguay,1,,,,,1,,0.1,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
111,St. Barth,1,,,,,1,,,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
112,Togo,1,,,,,1,,0.1,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
113,Total:,114285,4294,4009.0,182.0,62845.0,47431,6088.0,14.7,https://web.archive.org/web/20200309/https://www.worldometers.info/coronavirus/,2020-03-09
