,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Tot Deaths/1M pop,ref,date
187,Vatican City,1,,,,,1,,1248.0,,https://web.archive.org/web/20200324/https://www.worldometers.info/coronavirus/,2020-03-24
188,Montserrat,1,,,,,1,,200.0,,https://web.archive.org/web/20200324/https://www.worldometers.info/coronavirus/,2020-03-24
189,Mozambique,1,,,,,1,,0.03,,https://web.archive.org/web/20200324/https://www.worldometers.info/coronavirus/,2020-03-24
190,Papua New Guinea,1,,,,,1,,0.1,,https://web.archive.org/web/20200324/https://www.worldometers.info/coronavirus/,2020-03-24
191,St. Vincent Grenadines,1,,,,,1,,9.0,,https://web.archive.org/web/20200324/https://www.worldometers.info/coronavirus/,2020-03-24
192,Somalia,1,,,,,1,,0.06,,https://web.archive.org/web/20200324/https://www.worldometers.info/coronavirus/,2020-03-24
193,Syria,1,,,,,1,,0.06,,https://web.archive.org/web/20200324/https://www.worldometers.info/coronavirus/,2020-03-24
194,Timor-Leste,1,,,,,1,,0.8,,https://web.archive.org/web/20200324/https://www.worldometers.info/coronavirus/,2020-03-24
195,Turks and Caicos,1,+1,,,,1,,26.0,,https://web.archive.org/web/20200324/https://www.worldometers.info/coronavirus/,2020-03-24
196,Total:,378860,41371,16514.0,1873.0,102069.0,260277,12062.0,48.6,2.1,https://web.archive.org/web/20200324/https://www.worldometers.info/coronavirus/,2020-03-24
