,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,ref,date
15,Denmark,1255,+104,9.0,3.0,1.0,1245,37.0,217.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
16,Canada,1087,+214,12.0,,14.0,1061,1.0,29.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
17,Malaysia,1030,+130,3.0,1.0,87.0,940,26.0,32.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
18,Portugal,1020,+234,6.0,2.0,5.0,1009,26.0,100.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
19,Japan,1007,+64,35.0,2.0,215.0,757,50.0,8.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
20,Brazil,970,+330,11.0,4.0,2.0,957,18.0,5.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
21,Australia,928,+172,7.0,,46.0,875,2.0,36.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
22,Czechia,833,+139,,,4.0,829,6.0,78.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
23,Diamond Princess,712,,8.0,1.0,567.0,137,15.0,,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
24,Israel,705,+28,1.0,1.0,15.0,689,10.0,81.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
25,Ireland,683,+126,3.0,,5.0,675,6.0,138.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
26,Turkey,670,+311,9.0,5.0,,661,,8.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
27,Pakistan,501,+47,3.0,1.0,13.0,485,,2.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
28,Greece,495,+31,10.0,4.0,19.0,466,20.0,47.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
29,Luxembourg,484,+149,5.0,1.0,6.0,473,1.0,773.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
30,Qatar,470,+10,,,10.0,460,6.0,163.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
31,Finland,450,+50,,,10.0,440,2.0,81.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
32,Chile,434,+92,,,6.0,428,7.0,23.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
33,Ecuador,426,+166,7.0,4.0,3.0,416,2.0,24.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
34,Poland,425,+70,5.0,,13.0,407,3.0,11.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
35,Iceland,409,+79,,,5.0,404,1.0,1199.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
36,Singapore,385,+40,,,131.0,254,14.0,66.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
37,Indonesia,369,+60,32.0,7.0,17.0,320,,1.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
38,Saudi Arabia,344,+70,,,8.0,336,,10.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
39,Slovenia,341,+22,1.0,,,340,9.0,164.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
40,Thailand,322,+50,1.0,,42.0,279,1.0,5.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
41,Romania,308,+31,,,31.0,277,11.0,16.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
42,Bahrain,298,+19,1.0,,125.0,172,4.0,175.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
43,Egypt,285,+29,8.0,1.0,42.0,235,,3.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
44,Estonia,283,+16,,,1.0,282,1.0,213.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
45,Peru,263,+29,4.0,3.0,1.0,258,5.0,8.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
46,Hong Kong,256,+48,4.0,,98.0,154,4.0,34.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
47,Russia,253,+54,1.0,,12.0,240,,2.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
48,India,249,+55,5.0,1.0,23.0,221,,0.2,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
49,Philippines,230,+13,18.0,1.0,8.0,204,1.0,2.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
50,Iraq,208,+16,17.0,4.0,49.0,142,,5.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
51,South Africa,202,+52,,,,202,,3.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
52,Panama,200,+63,1.0,,1.0,198,7.0,46.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
53,Lebanon,177,+20,4.0,,4.0,169,3.0,26.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
54,Mexico,164,+46,1.0,,4.0,159,1.0,1.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
55,Kuwait,159,+11,,,22.0,137,5.0,37.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
56,Argentina,158,+30,3.0,,3.0,152,,3.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
57,San Marino,151,+7,14.0,,4.0,133,12.0,4450.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
58,Colombia,145,+37,,,1.0,144,,3.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
59,UAE,140,,2.0,2.0,31.0,107,2.0,14.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
60,Slovakia,137,+13,,,,137,2.0,25.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
61,Armenia,136,+14,,,1.0,135,2.0,46.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
62,Taiwan,135,+27,2.0,1.0,28.0,105,,6.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
63,Serbia,135,+32,1.0,1.0,2.0,132,4.0,15.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
64,Croatia,130,+20,1.0,,5.0,124,,32.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
65,Bulgaria,127,+20,3.0,,1.0,123,,18.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
66,Costa Rica,113,+26,2.0,1.0,2.0,109,2.0,22.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
67,Latvia,111,+25,,,1.0,110,,59.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
68,Uruguay,110,+31,,,,110,,32.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
69,Algeria,94,+4,11.0,2.0,32.0,51,,2.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
70,Vietnam,91,+6,,,17.0,74,,0.9,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
71,Bosnia and Herzegovina,89,+25,,,2.0,87,1.0,27.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
72,Morocco,86,+23,3.0,1.0,2.0,81,1.0,2.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
73,Hungary,85,+12,4.0,3.0,7.0,74,6.0,9.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
74,Jordan,84,+15,,,1.0,83,,8.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
75,Faeroe Islands,80,+8,,,3.0,77,,1637.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
76,Brunei,78,+5,,,1.0,77,2.0,178.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
77,North Macedonia,76,+26,,,1.0,75,1.0,36.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
78,Andorra,75,+1,,,1.0,74,2.0,971.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
79,Cyprus,75,+8,,,,75,1.0,62.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
80,Sri Lanka,73,+13,,,3.0,70,,3.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
81,Dominican Republic,72,+38,2.0,,,70,,7.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
82,Albania,70,+6,2.0,,2.0,66,2.0,24.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
83,Lithuania,69,+21,1.0,1.0,1.0,67,1.0,25.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
84,Belarus,69,+18,,,15.0,54,,7.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
85,Moldova,66,+17,1.0,,1.0,64,3.0,16.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
86,Venezuela,65,+23,,,1.0,64,,2.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
87,Malta,64,+11,,,2.0,62,1.0,145.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
88,Tunisia,54,+15,1.0,,1.0,52,7.0,5.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
89,Kazakhstan,52,+8,,,,52,,3.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
90,New Zealand,52,+24,,,,52,,11.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
91,Guadeloupe,51,+18,1.0,1.0,,50,4.0,127.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
92,Cambodia,51,+14,,,1.0,50,,3.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
93,Oman,48,,,,13.0,35,,9.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
94,Palestine,48,+1,,,17.0,31,,9.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
95,Senegal,47,+11,,,5.0,42,,3.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
96,Azerbaijan,44,,1.0,,7.0,36,,4.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
97,Georgia,44,+4,,,1.0,43,1.0,11.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
98,Ukraine,41,+15,3.0,,1.0,37,,0.9,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
99,Burkina Faso,40,+7,1.0,,4.0,35,,2.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
100,Réunion,38,+10,,,,38,,42.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
101,Uzbekistan,33,+10,,,,33,,1.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
102,Martinique,32,+9,1.0,,,31,7.0,85.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
103,Liechtenstein,28,,,,,28,,734.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
104,Cameroon,27,+14,,,2.0,25,,1.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
105,Afghanistan,24,+2,,,1.0,23,,0.6,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
106,Honduras,24,+12,,,,24,,2.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
107,Cuba,21,+10,1.0,,,20,,2.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
108,Bangladesh,20,+2,1.0,,3.0,16,1.0,0.1,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
109,Jamaica,19,+4,1.0,,2.0,16,,6.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
110,DRC,18,+4,,,,18,,0.2,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
111,Paraguay,18,+5,,,,18,1.0,3.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
112,Macao,17,,,,10.0,7,,26.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
113,Rwanda,17,+6,,,,17,,1.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
114,Bolivia,16,+1,,,,16,,1.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
115,Ghana,16,+5,,,,16,,0.5,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
116,Guyana,15,+10,1.0,,,14,,19.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
117,French Guiana,15,,,,,15,,50.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
118,Guam,14,+2,,,,14,,83.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
119,Montenegro,14,+1,,,,14,,22.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
120,Puerto Rico,14,+8,,,,14,,5.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
121,Maldives,13,,,,2.0,11,,24.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
122,Guatemala,12,+3,1.0,,,11,,0.7,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
123,Nigeria,12,,,,1.0,11,,0.06,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
124,Channel Islands,12,+1,,,,12,,69.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
125,Mauritius,12,+5,,,,12,,9.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
126,Monaco,11,+1,,,,11,,280.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
127,French Polynesia,11,+5,,,,11,,39.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
128,Gibraltar,10,,,,2.0,8,,297.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
129,Ivory Coast,9,,,,1.0,8,,0.3,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
130,Ethiopia,9,+2,,,,9,,0.08,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
131,Togo,9,+8,,,,9,,1.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
132,Trinidad and Tobago,9,,,,,9,,6.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
133,Kenya,7,,,,,7,,0.1,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
134,Mayotte,7,+3,,,,7,,26.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
135,Seychelles,7,+1,,,,7,,71.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
136,Barbados,6,+1,,,,6,,21.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
137,Equatorial Guinea,6,,,,,6,,4.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
138,Kyrgyzstan,6,+3,,,,6,,0.9,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
139,Mongolia,6,,,,,6,,2.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
140,Tanzania,6,,,,,6,,0.1,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
141,Aruba,5,,,,1.0,4,,47.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
142,Gabon,4,+1,1.0,1.0,,3,,2.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
143,Bahamas,4,+1,,,,4,,10.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
144,Saint Martin,4,+1,,,,4,,103.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
145,Suriname,4,+3,,,,4,,7.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
146,Cayman Islands,3,,1.0,,,2,,46.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
147,Curaçao,3,,1.0,,,2,,18.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
148,CAR,3,+2,,,,3,,0.6,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
149,Congo,3,,,,,3,,0.5,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
150,Madagascar,3,+3,,,,3,,0.1,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
151,Namibia,3,,,,,3,,1.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
152,St. Barth,3,,,,,3,,304.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
153,U.S. Virgin Islands,3,,,,,3,,29.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
154,Sudan,2,,1.0,,,1,,0.05,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
155,Benin,2,,,,,2,,0.2,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
156,Bermuda,2,,,,,2,,32.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
157,Bhutan,2,+1,,,,2,,3.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
158,Greenland,2,,,,,2,,35.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
159,Guinea,2,+1,,,,2,,0.2,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
160,Haiti,2,+2,,,,2,,0.2,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
161,Isle of Man,2,+1,,,,2,,24.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
162,Liberia,2,,,,,2,,0.4,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
163,Mauritania,2,,,,,2,,0.4,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
164,New Caledonia,2,,,,,2,,7.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
165,Nicaragua,2,+1,,,,2,,0.3,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
166,Saint Lucia,2,,,,,2,,11.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
167,Zambia,2,,,,,2,,0.1,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
168,Nepal,1,,,,1.0,0,,0.03,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
169,Angola,1,+1,,,,1,,0.03,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
170,Antigua and Barbuda,1,,,,,1,,10.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
171,Cabo Verde,1,+1,,,,1,,2.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
172,Chad,1,,,,,1,,0.06,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
173,Djibouti,1,,,,,1,,1.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
174,El Salvador,1,,,,,1,,0.2,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
175,Fiji,1,,,,,1,,1.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
176,Gambia,1,,,,,1,,0.4,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
177,Vatican City,1,,,,,1,,1248.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
178,Montserrat,1,,,,,1,,200.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
179,Niger,1,,,,,1,,0.04,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
180,Papua New Guinea,1,+1,,,,1,,0.1,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
181,St. Vincent Grenadines,1,,,,,1,,9.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
182,Sint Maarten,1,,,,,1,,23.0,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
183,Somalia,1,,,,,1,,0.06,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
184,Eswatini,1,,,,,1,,0.9,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
185,Zimbabwe,1,+1,,,,1,,0.07,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
186,Total:,275597,30664,11387.0,1356.0,91573.0,172637,7911.0,35.4,https://web.archive.org/web/20200321/https://www.worldometers.info/coronavirus/,2020-03-21
