,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,ref,date
21,Australia,80,+6,3.0,,22.0,55,1.0,3.1,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
22,Greece,73,+7,,,,73,1.0,7.0,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
23,Canada,64,+4,,,8.0,56,1.0,1.7,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
24,Kuwait,64,+3,,,1.0,63,3.0,15.0,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
25,Iraq,60,+6,6.0,2.0,1.0,53,,1.5,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
26,Iceland,58,+8,,,1.0,57,,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
27,Egypt,55,+7,1.0,1.0,1.0,53,,0.5,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
28,Thailand,50,,1.0,,31.0,18,1.0,0.7,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
29,Taiwan,45,,1.0,,15.0,29,,1.9,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
30,UAE,45,,,,7.0,38,2.0,4.5,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
31,India,43,+9,,,3.0,40,,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
32,Israel,39,+14,,,3.0,36,1.0,4.5,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
33,San Marino,36,+10,1.0,,,35,5.0,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
34,Denmark,35,+8,,,1.0,34,,6.0,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
35,Czechia,32,+6,,,,32,,3.0,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
36,Lebanon,32,+4,,,1.0,31,3.0,4.7,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
37,Portugal,30,+9,,,,30,,2.9,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
38,Vietnam,30,+10,,,16.0,14,,0.3,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
39,Brazil,25,+6,,,,25,1.0,0.1,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
40,Finland,25,+6,,,1.0,24,,4.5,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
41,Ireland,21,+2,,,,21,,4.3,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
42,Algeria,20,+1,,,,20,,0.5,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
43,Palestine,19,,,,,19,,3.7,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
44,Russia,17,+3,,,3.0,14,,0.1,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
45,Oman,16,,,,2.0,14,,3.1,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
46,Slovenia,16,+4,,,,16,,7.7,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
47,Qatar,15,+3,,,,15,,5.2,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
48,Romania,15,+2,,,5.0,10,,0.8,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
49,Ecuador,14,,,,,14,1.0,0.8,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
50,Georgia,13,,,,,13,1.0,3.3,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
51,Argentina,12,+3,1.0,,,11,,0.3,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
52,Croatia,12,,,,,12,,2.9,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
53,Saudi Arabia,11,+4,,,1.0,10,,0.3,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
54,Poland,11,+5,,,,11,1.0,0.3,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
55,Philippines,10,+4,1.0,,2.0,7,1.0,0.1,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
56,Macao,10,,,,10.0,0,,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
57,Estonia,10,,,,,10,,7.5,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
58,Chile,10,+3,,,,10,,0.5,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
59,Azerbaijan,9,,,,,9,,0.9,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
60,Mexico,7,+1,,,1.0,6,1.0,0.1,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
61,Pakistan,7,+1,,,1.0,6,,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
62,Hungary,7,+2,,,,7,,0.7,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
63,Belarus,6,,,,,6,,0.6,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
64,Indonesia,6,+2,,,,6,,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
65,Peru,6,,,,,6,,0.2,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
66,Dominican Republic,5,+3,,,,5,,0.5,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
67,Luxembourg,5,+1,,,,5,,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
68,New Zealand,5,,,,,5,,1.0,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
69,Costa Rica,5,+4,,,,5,1.0,1.0,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
70,French Guiana,5,,,,,5,,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
71,Slovakia,5,+2,,,,5,,0.9,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
72,Afghanistan,4,,,,,4,,0.1,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
73,Senegal,4,,,,1.0,3,,0.2,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
74,Bulgaria,4,+2,,,,4,,0.6,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
75,Maldives,4,+2,,,,4,,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
76,Latvia,3,+2,,,1.0,2,,1.6,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
77,North Macedonia,3,,,,,3,,1.4,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
78,Bangladesh,3,+3,,,,3,,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
79,Bosnia and Herzegovina,3,,,,,3,,0.9,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
80,Malta,3,,,,,3,,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
81,South Africa,3,+1,,,,3,,0.1,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
82,Cambodia,2,,,,1.0,1,,0.1,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
83,Morocco,2,,,,,2,1.0,0.1,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
84,Tunisia,2,+1,,,,2,,0.2,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
85,Cameroon,2,,,,,2,,0.1,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
86,Faeroe Islands,2,,,,,2,,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
87,Andorra,1,,,,,1,,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
88,Armenia,1,,,,,1,,0.3,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
89,Jordan,1,,,,,1,,0.1,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
90,Lithuania,1,,,,,1,,0.4,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
91,Monaco,1,,,,,1,,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
92,Nepal,1,,,,1.0,0,,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
93,Nigeria,1,,,,,1,,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
94,Sri Lanka,1,,,,1.0,0,,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
95,Ukraine,1,,,,,1,,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
96,Bhutan,1,,,,,1,,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
97,Colombia,1,,,,,1,,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
98,Gibraltar,1,,,,1.0,0,1.0,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
99,Vatican City,1,,,,,1,,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
100,Liechtenstein,1,,,,,1,,,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
101,Moldova,1,,,,,1,,0.2,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
102,Paraguay,1,,,,,1,,0.1,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
103,Serbia,1,,,,,1,,0.1,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
104,Togo,1,,,,,1,,0.1,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
105,Total:,109936,3843,3806.0,207.0,60979.0,45151,6129.0,14.1,https://web.archive.org/web/20200308/https://www.worldometers.info/coronavirus/,2020-03-08
