,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,ref,date
13,Netherlands,382,61.0,4.0,,,378,1.0,22.3,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
14,Sweden,355,95.0,,,1.0,354,2.0,35.2,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
15,Belgium,267,28.0,,,1.0,266,2.0,23.0,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
16,Denmark,262,172.0,,,1.0,261,,45.2,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
17,Austria,182,51.0,,,4.0,178,1.0,20.2,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
18,Singapore,166,6.0,,,93.0,73,10.0,28.4,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
19,Malaysia,129,12.0,,,87.0,42,2.0,4.0,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
20,Hong Kong,121,5.0,3.0,,59.0,59,6.0,16.1,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
21,Australia,116,23.0,3.0,,22.0,91,1.0,4.5,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
22,Bahrain,110,1.0,,,30.0,80,1.0,64.6,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
23,Canada,94,17.0,1.0,,8.0,85,1.0,2.5,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
24,Greece,89,5.0,,,,89,1.0,8.5,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
25,Iceland,81,16.0,,,1.0,80,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
26,Israel,75,25.0,,,4.0,71,1.0,8.7,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
27,UAE,74,15.0,,,12.0,62,2.0,7.5,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
28,Iraq,71,,7.0,,15.0,49,,1.8,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
29,Kuwait,69,4.0,,,1.0,68,3.0,16.2,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
30,Czechia,63,25.0,,,,63,,5.9,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
31,San Marino,62,11.0,2.0,,,60,5.0,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
32,India,62,15.0,,,4.0,58,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
33,Egypt,59,,1.0,,1.0,57,,0.6,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
34,Thailand,53,3.0,1.0,,33.0,19,1.0,0.8,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
35,Lebanon,52,11.0,1.0,1.0,1.0,50,3.0,7.6,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
36,Taiwan,47,2.0,1.0,,17.0,29,,2.0,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
37,Portugal,41,2.0,,,,41,1.0,4.0,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
38,Finland,40,7.0,,,1.0,39,,7.2,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
39,Brazil,34,9.0,,,,34,1.0,0.2,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
40,Ireland,34,10.0,,,,34,,6.9,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
41,Vietnam,34,3.0,,,16.0,18,,0.3,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
42,Slovenia,34,9.0,,,,34,,16.4,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
43,Philippines,33,9.0,1.0,,2.0,30,1.0,0.3,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
44,Romania,29,12.0,,,5.0,24,,1.5,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
45,Palestine,29,4.0,,,,29,,5.7,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
46,Indonesia,27,8.0,,,2.0,25,,0.1,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
47,Qatar,24,6.0,,,,24,,8.3,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
48,Georgia,23,8.0,,,,23,1.0,5.8,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
49,Poland,22,5.0,,,,22,2.0,0.6,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
50,Algeria,20,,,,,20,,0.5,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
51,Russia,20,,,,3.0,17,,0.1,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
52,Saudi Arabia,20,,,,1.0,19,,0.6,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
53,Argentina,19,2.0,1.0,,,18,1.0,0.4,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
54,Pakistan,19,3.0,,,2.0,17,,0.1,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
55,Oman,18,,,,9.0,9,,3.5,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
56,Chile,17,4.0,,,,17,,0.9,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
57,Croatia,15,2.0,,,,15,,3.7,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
58,Ecuador,15,,,,,15,1.0,0.9,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
59,Estonia,13,3.0,,,,13,,9.8,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
60,Costa Rica,13,4.0,,,,13,1.0,2.6,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
61,Hungary,12,3.0,,,,12,,1.2,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
62,Azerbaijan,11,2.0,,,,11,,1.1,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
63,Peru,11,2.0,,,,11,,0.3,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
64,Macao,10,,,,10.0,0,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
65,Albania,10,4.0,,,,10,,3.5,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
66,Belarus,9,3.0,,,3.0,6,,1.0,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
67,Latvia,8,2.0,,,1.0,7,,4.2,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
68,Luxembourg,7,2.0,,,,7,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
69,North Macedonia,7,2.0,,,,7,,3.4,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
70,Mexico,7,,,,4.0,3,1.0,0.1,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
71,Slovakia,7,,,,,7,,1.3,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
72,South Africa,7,,,,,7,,0.1,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
73,Tunisia,6,1.0,,,,6,,0.5,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
74,Brunei,6,5.0,,,,6,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
75,Bulgaria,6,2.0,,,,6,,0.9,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
76,Maldives,6,,,,,6,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
77,Afghanistan,5,1.0,,,,5,,0.1,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
78,Dominican Republic,5,,,,,5,,0.5,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
79,New Zealand,5,,,,,5,,1.0,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
80,Bosnia and Herzegovina,5,,,,,5,,1.5,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
81,French Guiana,5,,,,,5,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
82,Malta,5,1.0,,,,5,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
83,Serbia,5,3.0,,,,5,,0.6,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
84,Senegal,4,,,,1.0,3,,0.2,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
85,Morocco,3,1.0,1.0,1.0,,2,1.0,0.1,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
86,Cambodia,3,1.0,,,1.0,2,,0.2,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
87,Lithuania,3,2.0,,,,3,,1.1,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
88,Bangladesh,3,,,,,3,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
89,Colombia,3,,,,,3,,0.1,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
90,Martinique,3,1.0,,,,3,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
91,Moldova,3,2.0,,,,3,,0.7,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
92,Nigeria,2,,,,,2,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
93,Burkina Faso,2,1.0,,,,2,,0.1,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
94,Cameroon,2,,,,,2,,0.1,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
95,Channel Islands,2,1.0,,,,2,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
96,Cyprus,2,,,,,2,,1.7,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
97,Faeroe Islands,2,,,,,2,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
98,Paraguay,2,1.0,,,,2,1.0,0.3,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
99,Saint Martin,2,,,,,2,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
100,Andorra,1,,,,,1,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
101,Armenia,1,,,,,1,,0.3,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
102,Jordan,1,,,,,1,,0.1,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
103,Monaco,1,,,,,1,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
104,Nepal,1,,,,1.0,0,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
105,Sri Lanka,1,,,,1.0,0,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
106,Ukraine,1,,,,,1,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
107,Bhutan,1,,,,,1,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
108,DRC,1,1.0,,,,1,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
109,Gibraltar,1,,,,1.0,0,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
110,Vatican City,1,,,,,1,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
111,Jamaica,1,1.0,,,,1,,0.3,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
112,Liechtenstein,1,,,,,1,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
113,Mongolia,1,1.0,,,,1,,0.3,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
114,Panama,1,1.0,,,,1,,0.2,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
115,St. Barth,1,,,,,1,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
116,Togo,1,,,,,1,,0.1,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
117,Turkey,1,1.0,,,,1,,,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
118,Total:,118905,4524.0,4270.0,245.0,65114.0,49521,6047.0,15.3,https://web.archive.org/web/20200310/https://www.worldometers.info/coronavirus/,2020-03-10
