,"Country, Other",Total Cases,New Cases,Total Deaths,NewDeaths,Total Recovered,"Serious, Critical",Region,ref,date
0,China,75899,435.0,2237.0,1.0,18692.0,12017.0,Asia,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
1,Diamond Princess,634,,2.0,,17.0,27.0,,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
2,S. Korea,207,96.0,2.0,1.0,17.0,,Asia,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
3,Japan,109,15.0,1.0,,22.0,5.0,Asia,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
4,Singapore,86,1.0,,,47.0,5.0,Asia,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
5,Hong Kong,69,,2.0,,6.0,6.0,Asia,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
6,Thailand,35,,,,19.0,2.0,Asia,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
7,USA *,35,20.0,,,6.0,,N.America,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
8,Taiwan,26,2.0,1.0,,2.0,1.0,Asia,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
9,Malaysia,22,,,,17.0,,Asia,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
10,Italy,21,17.0,1.0,1.0,1.0,7.0,Europe,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
11,Australia,19,2.0,,,11.0,,Oceania,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
12,Iran,18,13.0,4.0,2.0,,,Asia,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
13,Germany,16,,,,14.0,,Europe,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
14,Vietnam,16,,,,15.0,,Asia,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
15,France,12,,1.0,,7.0,,Europe,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
16,U.A.E.,11,2.0,,,3.0,1.0,Asia,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
17,Macao,10,,,,6.0,,Asia,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
18,Canada,9,1.0,,,3.0,,N.America,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
19,U.K.,9,,,,8.0,,Europe,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
20,Philippines,3,,1.0,,2.0,,Asia,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
21,India,3,,,,3.0,,Asia,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
22,Russia,2,,,,2.0,,Europe,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
23,Spain,2,,,,2.0,,Europe,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
24,Belgium,1,,,,1.0,,Europe,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
25,Cambodia,1,,,,1.0,,Asia,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
26,Egypt,1,,,,1.0,,Africa,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
27,Finland,1,,,,1.0,,Europe,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
28,Israel,1,1.0,,,,,Asia,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
29,Lebanon,1,1.0,,,,,Asia,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
30,Nepal,1,,,,1.0,,Asia,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
31,Sri Lanka,1,,,,1.0,,Asia,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
32,Sweden,1,,,,,,Europe,https://web.archive.org/web/20200221/https://www.worldometers.info/coronavirus/,2020-02-21
