,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,ref,date
31,India,3059,+516,86.0,+14,192.0,2781,,2.0,0.06,47951.0,35.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
32,Philippines,3018,+385,136.0,+29,52.0,2830,1.0,28.0,1.0,4727.0,43.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
33,Japan,2935,+318,69.0,+6,514.0,2352,60.0,23.0,0.5,32497.0,257.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
34,Pakistan,2686,+265,40.0,+6,126.0,2520,10.0,12.0,0.2,14748.0,67.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
35,Luxembourg,2612,+125,31.0,+1,500.0,2081,33.0,4173.0,50.0,21463.0,34287.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
36,Saudi Arabia,2039,+154,25.0,+4,351.0,1663,41.0,59.0,0.7,,,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
37,Indonesia,1986,+196,181.0,+11,134.0,1671,,7.0,0.7,6396.0,23.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
38,Thailand,1978,+103,19.0,+4,612.0,1347,23.0,28.0,0.3,17829.0,255.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
39,Panama,1673,+198,41.0,+4,10.0,1622,50.0,388.0,10.0,6582.0,1525.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
40,Finland,1615,+97,20.0,+1,300.0,1295,72.0,291.0,4.0,24200.0,4368.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
41,Greece,1613,+69,63.0,+10,78.0,1472,92.0,155.0,6.0,,,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
42,Peru,1595,+181,61.0,+6,537.0,997,51.0,48.0,2.0,16518.0,501.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
43,Mexico,1510,+132,50.0,+13,633.0,827,1.0,12.0,0.4,8552.0,66.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
44,South Africa,1505,+43,9.0,+4,95.0,1401,7.0,25.0,0.2,50361.0,849.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
45,Dominican Republic,1488,+108,68.0,+8,16.0,1404,147.0,137.0,6.0,,,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
46,Serbia,1476,+305,39.0,+8,54.0,1383,81.0,169.0,4.0,5756.0,659.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
47,Iceland,1364,+45,4.0,,309.0,1051,12.0,3997.0,12.0,20930.0,61335.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
48,Argentina,1353,+88,42.0,+6,266.0,1045,,30.0,0.9,6277.0,139.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
49,Colombia,1267,+106,25.0,+6,55.0,1187,50.0,25.0,0.5,21129.0,415.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
50,UAE,1264,+240,9.0,+1,108.0,1147,2.0,128.0,0.9,220000.0,22244.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
51,Algeria,1171,+185,105.0,+19,62.0,1004,,27.0,2.0,3359.0,77.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
52,Singapore,1114,+65,5.0,+1,282.0,827,24.0,190.0,0.9,39000.0,6666.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
53,Croatia,1079,+68,8.0,+1,92.0,979,39.0,263.0,2.0,6404.0,1560.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
54,Qatar,1075,+126,3.0,,93.0,979,37.0,373.0,1.0,28413.0,9862.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
55,Ukraine,1072,+175,27.0,+5,22.0,1023,16.0,25.0,0.6,3178.0,73.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
56,Egypt,985,+120,66.0,+8,216.0,703,,10.0,0.6,,,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
57,Estonia,961,+103,12.0,+1,48.0,901,16.0,724.0,9.0,18290.0,13788.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
58,Slovenia,934,+37,20.0,+3,70.0,844,31.0,449.0,10.0,25921.0,12468.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
59,New Zealand,868,+71,1.0,,103.0,764,1.0,180.0,0.2,23481.0,4869.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
60,Hong Kong,845,+43,4.0,,173.0,668,8.0,113.0,0.5,,,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
61,Iraq,820,+48,54.0,,226.0,540,,20.0,1.0,,,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
62,Morocco,791,+83,48.0,+4,57.0,686,1.0,21.0,1.0,3910.0,106.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
63,Armenia,736,+73,7.0,,43.0,686,30.0,248.0,2.0,3258.0,1099.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
64,Diamond Princess,712,,11.0,,619.0,82,10.0,,,,,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
65,Lithuania,696,+47,9.0,,7.0,680,11.0,256.0,3.0,18432.0,6771.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
66,Bahrain,672,+29,4.0,,382.0,286,3.0,395.0,2.0,37996.0,22330.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
67,Hungary,623,+38,26.0,+5,43.0,554,17.0,64.0,3.0,17769.0,1839.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
68,Moldova,591,+86,8.0,+2,26.0,557,65.0,147.0,2.0,169.0,42.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
69,Bosnia and Herzegovina,579,+46,17.0,+1,27.0,535,4.0,176.0,5.0,2220.0,677.0,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
70,Cameroon,509,+203,8.0,+1,17.0,484,,19.0,0.3,,,https://web.archive.org/web/20200404/https://www.worldometers.info/coronavirus/,2020-04-04
