Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
57,147,837,450,1607,2020-07-14T07:14:06.710Z,2020-07-14T07:14:06.710Z
Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
105,230,887,494,1820,2020-07-26T07:34:22.503Z,2020-07-26T07:34:22.503Z
