date,dailyDoublingRate,numberOfDoublingDays,lastUpdate
2020-04-11T00:00:00.000Z,-2.884949600278064,-23.6780540472995,2020-07-14T07:14:06.710Z
2020-04-12T00:00:00.000Z,-1.037938439513253,-66.43396934386381,2020-07-14T07:14:06.710Z
2020-04-13T00:00:00.000Z,-0.4701627486437543,-147.0802275964471,2020-07-14T07:14:06.710Z
2020-04-14T00:00:00.000Z,0.7994186046511587,87.05252461444604,2020-07-14T07:14:06.710Z
2020-04-15T00:00:00.000Z,-0.9733237202595446,-70.86731621591349,2020-07-14T07:14:06.710Z
2020-04-16T00:00:00.000Z,-1.7109574080815482,-40.16467010650905,2020-07-14T07:14:06.710Z
2020-04-17T00:00:00.000Z,-2.259259259259261,-30.3323914955389,2020-07-14T07:14:06.710Z
2020-04-18T00:00:00.000Z,-2.0083364910951094,-34.16575284220607,2020-07-14T07:14:06.710Z
2020-04-19T00:00:00.000Z,-10.67285382830627,-6.141396182969513,2020-07-14T07:14:06.710Z
2020-04-20T00:00:00.000Z,-6.01731601731601,-11.16905047503499,2020-07-14T07:14:06.710Z
2020-04-21T00:00:00.000Z,-5.343159834177813,-12.62286273371538,2020-07-14T07:14:06.710Z
2020-04-22T00:00:00.000Z,-4.184914841849141,-16.21395082031938,2020-07-14T07:14:06.710Z
2020-04-23T00:00:00.000Z,-1.015744032503796,-67.89317662000862,2020-07-14T07:14:06.710Z
2020-04-24T00:00:00.000Z,-2.565418163160604,-26.67080234199202,2020-07-14T07:14:06.710Z
2020-04-25T00:00:00.000Z,-6.951026856240128,-9.621132724322454,2020-07-14T07:14:06.710Z
2020-04-26T00:00:00.000Z,-10.97906055461233,-5.960066275638128,2020-07-14T07:14:06.710Z
2020-04-27T00:00:00.000Z,-10.934520025429121,-5.985811890477562,2020-07-14T07:14:06.710Z
2020-04-28T00:00:00.000Z,-8.779443254817975,-7.543234833976736,2020-07-14T07:14:06.710Z
2020-04-29T00:00:00.000Z,-11.18935837245697,-5.841273710706825,2020-07-14T07:14:06.710Z
2020-04-30T00:00:00.000Z,-11.80616740088105,-5.517231536804165,2020-07-14T07:14:06.710Z
2020-05-01T00:00:00.000Z,-13.086913086913091,-4.941818290578298,2020-07-14T07:14:06.710Z
2020-05-02T00:00:00.000Z,-11.7241379310345,-5.558362837125065,2020-07-14T07:14:06.710Z
2020-05-03T00:00:00.000Z,-7.2916666666666625,-9.15507201741447,2020-07-14T07:14:06.710Z
2020-05-04T00:00:00.000Z,-10.39325842696629,-6.316288771596535,2020-07-14T07:14:06.710Z
2020-05-05T00:00:00.000Z,-20.06269592476488,-3.095408121747717,2020-07-14T07:14:06.710Z
2020-05-06T00:00:00.000Z,-3.3333333333333335,-20.44588363361445,2020-07-14T07:14:06.710Z
2020-05-07T00:00:00.000Z,-16.43002028397567,-3.861849155747538,2020-07-14T07:14:06.710Z
2020-05-08T00:00:00.000Z,-20.38834951456311,-3.039989333899476,2020-07-14T07:14:06.710Z
2020-05-09T00:00:00.000Z,-11.58536585365853,-5.629270394679018,2020-07-14T07:14:06.710Z
2020-05-10T00:00:00.000Z,0.6896551724137945,100.8525177787126,2020-07-14T07:14:06.710Z
2020-05-11T00:00:00.000Z,-4.7945205479452015,-14.10765827448179,2020-07-14T07:14:06.710Z
2020-05-12T00:00:00.000Z,-3.237410071942448,-21.06207174721242,2020-07-14T07:14:06.710Z
2020-05-13T00:00:00.000Z,-10.4089219330855,-6.306242765021006,2020-07-14T07:14:06.710Z
2020-05-14T00:00:00.000Z,-16.18257261410788,-3.926529088976043,2020-07-14T07:14:06.710Z
2020-05-15T00:00:00.000Z,-10.39603960396039,-6.314502817219798,2020-07-14T07:14:06.710Z
2020-05-16T00:00:00.000Z,-7.734806629834257,-8.610179698025169,2020-07-14T07:14:06.710Z
2020-05-17T00:00:00.000Z,-8.383233532934131,-7.916625283013976,2020-07-14T07:14:06.710Z
2020-05-18T00:00:00.000Z,-7.843137254901967,-8.48633557827646,2020-07-14T07:14:06.710Z
2020-05-19T00:00:00.000Z,-0.7092198581560294,-97.38676774796109,2020-07-14T07:14:06.710Z
2020-05-20T00:00:00.000Z,-15.714285714285712,-4.05449291045244,2020-07-14T07:14:06.710Z
2020-05-21T00:00:00.000Z,-4.237288135593231,-16.00919902749929,2020-07-14T07:14:06.710Z
2020-05-22T00:00:00.000Z,7.079646017699104,10.13332672732991,2020-07-14T07:14:06.710Z
2020-05-23T00:00:00.000Z,0.0,,2020-07-14T07:14:06.710Z
2020-05-24T00:00:00.000Z,-1.652892561983466,-41.58786811135091,2020-07-14T07:14:06.710Z
2020-05-25T00:00:00.000Z,-4.201680672268915,-16.14784993537544,2020-07-14T07:14:06.710Z
2020-05-26T00:00:00.000Z,24.56140350877194,3.155996766830113,2020-07-14T07:14:06.710Z
2020-05-27T00:00:00.000Z,17.6056338028169,4.274286559835123,2020-07-14T07:14:06.710Z
2020-05-28T00:00:00.000Z,35.92814371257485,2.258130538243927,2020-07-14T07:14:06.710Z
2020-05-29T00:00:00.000Z,40.9691629955947,2.018653946721669,2020-07-14T07:14:06.710Z
2020-05-30T00:00:00.000Z,7.187499999999991,9.98635152500124,2020-07-14T07:14:06.710Z
2020-05-31T00:00:00.000Z,21.86588921282799,3.505151589016048,2020-07-14T07:14:06.710Z
2020-06-01T00:00:00.000Z,18.66028708133971,4.051253570725667,2020-07-14T07:14:06.710Z
2020-06-02T00:00:00.000Z,14.314516129032251,5.181115891141776,2020-07-14T07:14:06.710Z
2020-06-03T00:00:00.000Z,9.876543209876543,7.359249130793285,2020-07-14T07:14:06.710Z
2020-06-04T00:00:00.000Z,10.2728731942215,7.088280632766616,2020-07-14T07:14:06.710Z
2020-06-05T00:00:00.000Z,1.6011644832605532,43.63584814647253,2020-07-14T07:14:06.710Z
2020-06-06T00:00:00.000Z,7.163323782234965,10.01891233231567,2020-07-14T07:14:06.710Z
2020-06-07T00:00:00.000Z,6.951871657754016,10.31334735018138,2020-07-14T07:14:06.710Z
2020-06-08T00:00:00.000Z,9.87499999999999,7.360346693575062,2020-07-14T07:14:06.710Z
2020-06-09T00:00:00.000Z,5.8020477815699625,12.28991151299405,2020-07-14T07:14:06.710Z
2020-06-10T00:00:00.000Z,15.268817204301069,4.877994421489085,2020-07-14T07:14:06.710Z
2020-06-11T00:00:00.000Z,4.664179104477606,15.20501603906797,2020-07-14T07:14:06.710Z
2020-06-12T00:00:00.000Z,5.258467023172919,13.52515816505752,2020-07-14T07:14:06.710Z
2020-06-13T00:00:00.000Z,6.011854360711255,11.87287510283296,2020-07-14T07:14:06.710Z
2020-06-14T00:00:00.000Z,-0.319488817891378,-216.6083090856133,2020-07-14T07:14:06.710Z
2020-06-15T00:00:00.000Z,1.522435897435903,45.87452616068914,2020-07-14T07:14:06.710Z
2020-06-16T00:00:00.000Z,9.86582478295186,7.366879382251556,2020-07-14T07:14:06.710Z
2020-06-17T00:00:00.000Z,2.2270114942528623,31.46984570873048,2020-07-14T07:14:06.710Z
2020-06-18T00:00:00.000Z,7.870695713281806,9.148880244401244,2020-07-14T07:14:06.710Z
2020-06-19T00:00:00.000Z,8.078175895765472,8.92257810908949,2020-07-14T07:14:06.710Z
2020-06-20T00:00:00.000Z,0.4822182037371947,144.0876922882888,2020-07-14T07:14:06.710Z
2020-06-21T00:00:00.000Z,2.09958008398321,33.35898338975678,2020-07-14T07:14:06.710Z
2020-06-22T00:00:00.000Z,8.460634547591074,8.534497414397071,2020-07-14T07:14:06.710Z
