,Country,Total Cases,New Cases,Total Deaths,Region,ref,date,New Deaths,Total Recovered,Serious_Critical,ActiveCases,Tot Cases/1M pop,Tot Deaths/1M pop,Deaths/1M pop,Reported1st case
2036,Macao,10,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,10,,0,,,,
2035,Brunei,11,5,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,11,,,,
2034,Azerbaijan,11,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,3,,8,1.1,,,
2033,Serbia,12,7,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,12,1.4,,,
2059,Lithuania,3,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,3,1.1,,,
2045,Afghanistan,7,2,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,7,0.2,,,
2060,Bangladesh,3,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,3,,,,
2089,Turkey,1,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,1,,,,
2062,Moldova,3,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,3,0.7,,,
2031,Peru,13,2,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,13,0.4,,,
2088,Togo,1,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,1,0.1,,,
2087,St. Barth,1,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,1,,,,
2086,Réunion,1,1,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,1,,,,
2085,Mongolia,1,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,1,0.3,,,
2084,Liechtenstein,1,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,1,,,,
2083,Vatican City,1,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,1,,,,
2082,Gibraltar,1,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,1,,0,,,,
2081,DRC,1,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,1,,,,
2080,Ivory Coast,1,1,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,1,,,,
2079,Bhutan,1,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,1,,,,
2078,Ukraine,1,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,1,,,,
2061,Martinique,3,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,3,,,,
2077,Nepal,1,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,1,,0,,,,
2075,Jordan,1,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,1,0.1,,,
2074,Armenia,1,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,1,0.3,,,
2073,Andorra,1,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,1,,,,
2072,Saint Martin,2,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,2,,,,
2071,Jamaica,2,1,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,2,0.7,,,
2070,Honduras,2,2,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,2,0.2,,,
2069,Faeroe Islands,2,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,2,,,,
2068,Channel Islands,2,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,2,,,,
2067,Cameroon,2,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,2,0.1,,,
2066,Burkina Faso,2,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,2,0.1,,,
2065,Bolivia,2,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,2,0.2,,,
2064,Sri Lanka,2,1,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,1,,1,0.1,,,
2063,Nigeria,2,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,2,,,,
2076,Monaco,1,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,1,,,,
2030,Hungary,13,1,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,13,1.3,,,
1973,Spain,2277,582,55,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,19,183,126,2039,48.7,,,
2028,Albania,15,5,1,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,1,,,14,5.2,,,
1995,Czechia,94,31,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,94,8.8,,,
1994,Israel,97,22,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,4,2,93,11.2,,,
1993,Greece,99,10,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,2,99,9.5,,,
1992,Canada,109,14,1,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,9,1,99,2.9,,,
1991,Hong Kong,126,5,3,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,60,6,63,16.8,,,
1990,Australia,127,11,3,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,24,1,100,5,,,
1989,Malaysia,149,20,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,26,2,123,4.6,,,
1988,Singapore,178,12,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,96,12,82,30.4,,,
1987,Bahrain,195,85,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,35,1,160,114.6,,,
1986,Austria,246,64,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,4,1,242,27.3,,,
1985,Qatar,262,238,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,262,90.9,,,
1984,Belgium,314,47,3,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,3,1,2,310,27.1,,,
1982,Sweden,500,145,1,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,1,1,2,498,49.5,,,
1981,Netherlands,503,121,5,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,1,,1,498,29.4,,,
1980,Denmark,514,252,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,1,,513,88.7,,,
1979,Norway,629,229,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,1,,628,116,,,
1978,Japan,639,52,15,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,3,118,26,506,5.1,,,
1977,Switzerland,652,155,4,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,1,4,,644,75.3,,,
1976,Diamond Princess,696,,7,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,325,32,364,,,,
1975,USA,1301,307,38,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,8,15,10,1248,3.9,,,
1974,Germany,1908,343,3,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,1,25,9,1880,22.8,,,
1972,France,2281,497,48,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,15,12,105,2221,34.9,,,
1971,S. Korea,7755,242,60,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,288,54,7407,151.3,,,
1970,Iran,9000,958,354,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,63,2959,,5687,107.2,,,
1969,Italy,12462,2,827,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,196,1045,1028,10590,206.1,,,
1968,China,80790,12,3158,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,61617,4492,16015,56.1,,,
2029,Costa Rica,13,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,1,13,2.6,,,
1996,Iceland,85,4,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,1,,84,,,,
1997,UAE,74,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,17,2,57,7.5,,,
1983,UK,456,73,8,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,2,18,,430,6.7,,,
1999,Iraq,71,,7,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,15,,49,1.8,,,
2027,Estonia,16,3,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,16,12.1,,,
1998,Kuwait,72,3,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,2,3,70,16.9,,,
2026,Ecuador,17,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,1,17,1,,,
2025,Oman,18,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,9,,9,3.5,,,
2024,Pakistan,19,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,2,,17,0.1,,,
2023,Croatia,19,4,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,19,4.6,,,
2022,Argentina,19,,1,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,1,18,0.4,,,
2021,Russia,20,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,3,,17,0.1,,,
2020,Algeria,20,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,20,0.5,,,
2018,Georgia,24,1,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,1,24,6,,,
2017,Palestine,30,1,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,30,5.9,,,
2016,Poland,31,9,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,3,31,0.8,,,
2015,Indonesia,34,7,1,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,1,2,,31,0.1,,,
2014,Vietnam,38,4,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,16,,22,0.4,,,
2019,Chile,23,6,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,23,1.2,,,
2005,Finland,59,19,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,1,,58,10.6,,,
2012,Saudi Arabia,45,25,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,1,,44,1.3,,,
2011,Romania,47,18,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,6,,41,2.4,,,
2010,Taiwan,48,1,1,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,17,,30,2,,,
2009,Philippines,49,16,2,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,1,2,1,45,0.4,,,
2008,Brazil,52,18,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,2,52,0.2,,,
2007,Slovenia,57,23,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,,57,27.4,,,
2006,Portugal,59,18,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,1,59,5.8,,,
2004,Thailand,59,6,1,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,34,1,24,0.8,,,
2003,Egypt,60,1,1,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,27,,32,0.6,,,
2002,Lebanon,61,9,2,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,1,1,3,58,8.9,,,
2013,Ireland,43,9,1,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,1,,,42,8.7,,,
2001,India,62,,,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,4,,58,,,,
2000,San Marino,62,,2,,https://web.archive.org/web/20200311/https://www.worldometers.info/coronavirus/,11/03/2020,,,5,60,,,,
2176,Morocco,6,,1,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,1,5,0.2,,,
2175,Afghanistan,7,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,7,0.2,,,
2185,Réunion,4,3,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,4,,,,
2174,Maldives,8,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,8,,,,
2177,Armenia,6,5,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,6,2,,,
2178,French Guiana,6,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,6,,,,
2184,Liechtenstein,4,1,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,4,,,,
2180,Cambodia,5,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,1,,4,0.3,,,
2181,Dominican Republic,5,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,5,0.5,,,
2182,New Zealand,5,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,5,1,,,
2183,Paraguay,5,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,1,5,0.7,,,
2173,Malta,9,2,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,9,,,,
2179,Moldova,6,3,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,6,1.5,,,
2172,Colombia,9,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,9,0.2,,,
2158,Oman,18,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,9,,9,3.5,,,
2170,Cyprus,10,4,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,10,8.3,,,
2169,Senegal,10,6,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,1,,9,0.6,,,
2168,Macao,10,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,10,,0,,,,
2167,Bosnia and Herzegovina,11,4,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,11,3.4,,,
2166,Mexico,12,1,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,4,1,8,0.1,,,
2165,Tunisia,13,6,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,2,13,1.1,,,
2164,Panama,14,,1,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,13,3.2,,,
2163,Azerbaijan,15,4,1,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,1,3,,11,1.5,,,
2162,Hungary,16,3,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,16,1.7,,,
2161,Latvia,16,6,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,1,,15,8.5,,,
2160,South Africa,17,4,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,17,0.3,,,
2159,Ecuador,17,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,1,17,1,,,
2157,Slovakia,21,11,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,21,3.8,,,
2186,Lithuania,3,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,3,1.1,,,
2171,North Macedonia,9,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,1,,8,4.3,,,
2187,Sri Lanka,3,1,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,1,,2,0.1,,,
2217,Trinidad and Tobago,1,1,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,1,0.7,,,
2189,Bangladesh,3,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,3,,,,
2156,Pakistan,21,1,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,2,,19,0.1,,,
2218,Turkey,1,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,1,,,,
2216,Togo,1,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,1,0.1,,,
2215,St. Vincent Grenadines,1,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,1,,,,
2214,St. Barth,1,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,1,,,,
2213,Mongolia,1,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,1,0.3,,,
2212,Vatican City,1,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,1,,,,
2211,Gibraltar,1,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,1,,0,,,,
2210,French Polynesia,1,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,1,,,,
2209,DRC,1,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,1,,,,
2208,Ivory Coast,1,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,1,,,,
2207,Bhutan,1,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,1,,,,
2206,Nepal,1,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,1,,0,,,,
2205,Monaco,1,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,1,,,,
2204,Jordan,1,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,1,0.1,,,
2203,Andorra,1,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,1,,,,
2202,Guyana,1,1,1,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,1,,,0,,,,
2201,Saint Martin,2,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,2,,,,
2200,Jamaica,2,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,2,0.7,,,
2199,Honduras,2,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,2,0.2,,,
2198,Ghana,2,2,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,2,0.1,,,
2196,Cameroon,2,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,2,0.1,,,
2195,Burkina Faso,2,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,2,0.1,,,
2194,Nigeria,2,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,2,,,,
2193,Martinique,3,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,3,,,,
2192,Cuba,3,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,3,0.3,,,
2191,Channel Islands,3,1,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,3,,,,
2190,Bolivia,3,1,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,3,0.3,,,
2188,Ukraine,3,2,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,3,0.1,,,
2155,Belarus,21,12,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,3,,18,2.2,,,
2197,Faeroe Islands,2,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,2,,,,
2153,Costa Rica,23,1,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,1,23,4.5,,,
2119,Iceland,109,24,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,109,,,,
2118,Finland,109,44,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,1,,108,19.7,,,
2117,Czechia,113,19,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,113,10.6,,,
2116,Greece,117,18,1,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,1,,2,116,11.2,,,
2115,Hong Kong,130,,3,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,77,6,50,17.3,,,
2114,Canada,142,32,1,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,11,1,130,3.8,,,
2113,Australia,156,28,3,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,26,1,127,6.1,,,
2112,Malaysia,158,9,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,26,2,132,4.9,,,
2111,Singapore,187,9,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,96,12,91,32,,,
2110,Bahrain,197,2,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,35,1,162,115.8,,,
2109,Qatar,262,,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,262,90.9,,,
2108,Austria,361,115,1,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,1,4,1,356,40.1,,,
2107,Belgium,399,85,3,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,1,2,395,34.4,,,
2106,UK,590,130,10,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,2,18,20,562,8.7,,,
2104,Denmark,674,160,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,1,2,673,116.4,,,
2103,Sweden,687,187,1,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,1,2,685,68,,,
2102,Japan,691,52,19,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,4,118,29,554,5.5,,,
2101,Diamond Princess,696,,7,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,325,32,364,,,,
2100,Norway,800,171,1,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,1,1,,798,147.6,,,
2099,Switzerland,868,216,7,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,3,4,,857,100.3,,,
2098,USA,1715,414,41,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,3,30,10,1644,5.2,,,
2097,Germany,2745,779,6,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,3,25,9,2714,32.8,,,
2096,France,2876,595,61,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,13,12,129,2803,44.1,,,
2095,Spain,3146,869,86,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,31,189,190,2871,67.3,,,
2094,S. Korea,7869,114,66,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,6,333,93,7470,153.5,,,
2093,Iran,10075,1,429,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,75,3276,,6370,120,,,
2092,Italy,15113,2,1016,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,189,1258,1153,12839,250,,,
2091,China,80796,3,3169,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,62843,4257,14784,56.1,,,
2154,Peru,22,5,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,22,0.7,,,
2120,Israel,109,12,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,4,2,105,12.6,,,
2121,Slovenia,96,39,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,96,46.2,,,
2105,Netherlands,614,111,5,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,2,1,607,35.8,,,
2123,Iraq,83,12,8,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,1,24,,51,2.1,,,
2122,UAE,85,11,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,20,2,65,8.6,,,
2152,Bulgaria,23,16,1,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,22,3.3,,,
2151,Albania,23,8,1,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,22,8,,,
2150,Serbia,24,6,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,24,2.7,,,
2149,Brunei,25,14,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,25,,,,
2148,Georgia,25,1,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,1,25,6.3,,,
2147,Luxembourg,26,19,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,1,26,,,,
2146,Algeria,26,6,2,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,2,10,,14,0.6,,,
2145,Estonia,27,11,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,,27,20.4,,,
2143,Argentina,30,9,1,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,12/03/2020,,,1,29,0.7,,,
