id,url,desc
1,https://web.archive.org/web/20200101000000*/https://www.worldometers.info/coronavirus/,
2,https://web.archive.org/web/\d{8}/https://www.worldometers.info/coronavirus/,
3,https://en.wikipedia.org/wiki/List_of_countries_and_dependencies_by_population,
4,https://www.bsg.ox.ac.uk/sites/default/files/OxCGRT_Download_latest_data.xlsx,
5,https://web.archive.org/
6,https://www.worldometers.info/coronavirus/,
7,https://web.archive.org/web/*/https://www.worldometers.info/coronavirus/,
8,https://web.archive.org/web/{}/https://www.worldometers.info/coronavirus/,
