date,Country,StringencyIndex,r_values,R,Total Detected,Total Infected,Total Exposed,corona_days,prediction_ind,Currently Infected,Critical_condition,Recovery_Critical,Mortality_Critical,Doubling Time,temp_cr,New Detected,New Infected,New Exposed,serious_critical,new_cases,activecases
2020-07-12,israel,,,0.01528937638051687,19238.987800086197,25651.983739053077,25651.983734293026,122,1,0.00047282301238738,0.0,0.0,0.0,635.0395343996619,,3.5117409424856305e-07,-2.5683439162094146e-06,-4.685716703534126e-09,,,
2020-07-13,israel,,,0.01455411454711905,19238.98780031303,25651.98373737099,25651.98373429015,123,1,0.0003221353945264127,0.0,0.0,0.0,667.1037042232716,,2.268316166009754e-07,-1.6820886230561882e-06,-2.877641236409545e-09,,,
2020-07-14,israel,,,0.013854211249622043,19238.98780045894,25651.983736274044,25651.983734288384,124,1,0.00021856676539755426,0.0,0.0,0.0,700.7877290965313,,1.4591205399483442e-07,-1.0969451977871358e-06,-1.7644197214394808e-09,,,
2020-07-15,israel,,,0.01318796610592486,19238.987800552422,25651.98373556188,25651.983734287267,125,1,0.0001476882680435665,0.0,0.0,0.0,736.1734427718122,,9.348150342702866e-08,-7.121634553186595e-07,-1.1168594937771559e-09,,,
2020-07-16,israel,,,0.012553760504826119,19238.98780061207,25651.98373510143,25651.98373428661,126,1,9.938898438122123e-05,0.0,0.0,0.0,773.3468131738377,,5.964830052107573e-08,-4.604517016559839e-07,-6.584741640836e-10,,,
2020-07-17,israel,,,0.011950053673684354,19238.98780064998,25651.983734804984,25651.983734286205,127,1,6.66157211526297e-05,0.0,0.0,0.0,812.3981512556289,,3.790773916989565e-08,-2.964443410746753e-07,-4.0381564758718014e-10,,,
2020-07-18,israel,,,0.011375378935183445,19238.987800673975,25651.983734614947,25651.983734285946,128,1,4.447095125215128e-05,0.0,0.0,0.0,853.4223304035809,,2.399610821157694e-08,-1.900370989460498e-07,-2.582964953035116e-10,,,
2020-07-19,israel,,,0.010828340144109145,19238.9878006891,25651.98373449356,25651.983734308313,129,1,2.956979369628243e-05,0.0,0.0,0.0,896.5190169295754,,1.5126715879887342e-08,-1.2138843885622919e-07,2.236629370599985e-08,,,
2020-07-20,israel,,,0.010307608295480029,19238.9878006986,25651.9837344164,25651.983734301513,130,1,1.958384018507786e-05,0.0,0.0,0.0,941.7929122036903,,9.498762665316463e-09,-7.715789251960814e-08,-6.7993823904544115e-09,,,
2020-07-21,israel,,,0.00981191829579248,19238.98780070454,25651.983734367535,25651.983734297453,131,1,1.2918884749524295e-05,0.0,0.0,0.0,989.3540070222032,,5.940819391980767e-09,-4.886533133685589e-08,-4.059984348714352e-09,,,
2020-07-22,israel,,,0.009340065889535601,19238.987800708244,25651.98373433677,25651.983734295067,132,1,8.488386811222881e-06,0.0,0.0,0.0,1039.317848825415,,3.7034624256193638e-09,-3.0766386771574616e-08,-2.3865140974521637e-09,,,
2020-07-23,israel,,,0.008890904733509156,19238.98780071054,25651.983734317357,25651.983734293703,133,1,5.5550663091707975e-06,0.0,0.0,0.0,1091.8058224141844,,2.295564627274871e-09,-1.941225491464138e-08,-1.3642420526593924e-09,,,
2020-07-24,israel,,,0.008463343611836757,19238.98780071196,25651.983734305253,25651.983734292895,134,1,3.6208220990374684e-06,0.0,0.0,0.0,1146.945444848343,,1.418811734765768e-09,-1.2103555491194129e-08,-8.076312951743603e-10,,,
2020-07-25,israel,,,0.008056343784908274,19238.98780071283,25651.98373429771,25651.983734292495,135,1,2.3505599529016763e-06,0.0,0.0,0.0,1204.8706752435332,,8.731149137020111e-10,-7.541530067101121e-09,-4.001776687800884e-10,,,
2020-07-26,israel,,,0.007668916465810872,19238.987800713367,25651.983734293026,25651.98373429224,136,1,1.5197765605989844e-06,0.0,0.0,0.0,1265.7222402200298,,5.347828846424818e-10,-4.685716703534126e-09,-2.546585164964199e-10,,,
2020-07-27,israel,,,0.007300120418117774,19238.987800713694,25651.98373429015,25651.98373429214,137,1,9.786708687897772e-07,0.0,0.0,0.0,1329.6479757887494,,3.2741809263825417e-10,-2.877641236409545e-09,-1.0186340659856796e-10,,,
2020-07-28,israel,,,0.006949059669198682,19238.987800713894,25651.983734288384,25651.98373429208,138,1,6.276968633756042e-07,0.0,0.0,0.0,1396.8031865139776,,2.000888343900442e-10,-1.7644197214394808e-09,-5.820766091346741e-11,,,
2020-07-29,israel,,,0.006614881333496469,19238.987800714014,25651.983734287267,25651.98373429213,139,1,4.009853000752628e-07,0.0,0.0,0.0,1467.351022817027,,1.2005330063402653e-10,-1.1168594937771559e-09,5.093170329928398e-11,,,
2020-07-30,israel,,,0.006296773540481878,19238.987800714087,25651.98373428661,25651.983734292116,140,1,2.551460056565702e-07,0.0,0.0,0.0,1541.4628773448794,,7.275957614183426e-11,-6.584741640836e-10,-1.4551915228366852e-11,,,
2020-07-31,israel,,,0.005993963462252313,19238.98780071413,25651.983734286205,25651.983734292156,141,1,1.6170815797522664e-07,0.0,0.0,0.0,1619.3188013578854,,4.3655745685100555e-11,-4.0381564758718014e-10,4.001776687800884e-11,,,
2020-08-01,israel,,,0.005705715435982834,19238.987800714156,25651.983734285946,25651.983734292255,142,1,1.0208532330580056e-07,0.0,0.0,0.0,1701.1079421554884,,2.546585164964199e-11,-2.582964953035116e-10,9.822542779147625e-11,,,
2020-08-02,israel,,,0.0,19238.987800715473,25651.983734308313,,143,1,6.549453246407211e-08,0.0,0.0,0.0,inf,,1.3169483281672e-09,2.236629370599985e-08,,,,
2020-08-03,israel,,,0.0,19238.987800716295,25651.983734301513,,144,1,4.23206074628979e-08,0.0,0.0,0.0,inf,,8.221832104027271e-10,-6.7993823904544115e-09,,,,
2020-08-04,israel,,,0.0,19238.98780071682,25651.983734297453,,145,1,2.771776053123176e-08,0.0,0.0,0.0,inf,,5.238689482212067e-10,-4.059984348714352e-09,,,,
2020-08-05,israel,,,0.0,19238.987800717165,25651.983734295067,,146,1,1.856460585258901e-08,0.0,0.0,0.0,inf,,3.4560798667371273e-10,-2.3865140974521637e-09,,,,
2020-08-06,israel,,,0.0,19238.987800717405,25651.983734293703,,147,1,1.2863893061876297e-08,0.0,0.0,0.0,inf,,2.4010660126805305e-10,-1.3642420526593924e-09,,,,
2020-08-07,israel,,,0.0,19238.98780071758,25651.983734292895,,148,1,9.335053618997335e-09,0.0,0.0,0.0,inf,,1.7462298274040222e-10,-8.076312951743603e-10,,,,
2020-08-08,israel,,,0.0,19238.987800717718,25651.983734292495,,149,1,7.17773218639195e-09,0.0,0.0,0.0,inf,,1.382431946694851e-10,-4.001776687800884e-10,,,,
2020-08-09,israel,,,0.0,19238.98780071783,25651.98373429224,,150,1,5.871697794646025e-09,0.0,0.0,0.0,inf,,1.127773430198431e-10,-2.546585164964199e-10,,,,
2020-08-10,israel,,,0.0,19238.98780071793,25651.98373429214,,151,1,5.09680830873549e-09,0.0,0.0,0.0,inf,,9.822542779147625e-11,-1.0186340659856796e-10,,,,
2020-08-11,israel,,,0.0,19238.987800718016,25651.98373429208,,152,1,4.649336915463209e-09,0.0,0.0,0.0,inf,,8.731149137020111e-11,-5.820766091346741e-11,,,,
2020-08-12,israel,,,0.0,19238.9878007181,25651.98373429213,,153,1,4.405592335388064e-09,0.0,0.0,0.0,inf,,8.36735125631094e-11,5.093170329928398e-11,,,,
2020-08-13,israel,,,0.0,19238.987800718176,25651.983734292116,,154,1,4.281901055946946e-09,0.0,0.0,0.0,inf,,7.639755494892597e-11,-1.4551915228366852e-11,,,,
2020-08-14,israel,,,0.0,19238.98780071825,25651.983734292156,,155,1,4.234607331454754e-09,0.0,0.0,0.0,inf,,7.275957614183426e-11,4.001776687800884e-11,,,,
2020-08-15,israel,,,0.0,19238.98780071832,25651.983734292255,,156,1,4.234607331454754e-09,0.0,0.0,0.0,inf,,7.275957614183426e-11,9.822542779147625e-11,,,,
