Unnamed: 0,date,StringencyIndex,S1_School closing,S1_IsGeneral,S2_Workplace closing,S2_IsGeneral,S3_Cancel public events,S3_IsGeneral,S4_Close public transport,S4_IsGeneral,S5_Public information campaigns,S5_IsGeneral,S6_Restrictions on internal movement,S6_IsGeneral,S7_International travel controls,S1_School closing_date,S2_Workplace closing_date,S3_Cancel public events_date,S4_Close public transport_date,S5_Public information campaigns_date,S6_Restrictions on internal movement_date,S7_International travel controls_date,S1_score,S2_score,S3_score,S4_score,S5_score,S6_score,S7_score
0,2020-04-20,100.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2020-04-20,2020-04-20,2020-04-20,2020-04-20,2020-04-20,2020-04-20,2020-04-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0
